ID,Center,Resolution,WSI,Node,Class,Image_path
41,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_28.jpg
42,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_36.jpg
43,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_27.jpg
44,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_20.jpg
45,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_35.jpg
46,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_19.jpg
47,nandafuyi,4x,8-B23-1887-4X,8-B23-1887-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/8-B23-1887-4X/patch_28.jpg
48,nandafuyi,4x,8-B23-1887-4X,8-B23-1887-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/8-B23-1887-4X/patch_36.jpg
49,nandafuyi,4x,8-B23-1887-4X,8-B23-1887-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/8-B23-1887-4X/patch_27.jpg
50,nandafuyi,4x,8-B23-1887-4X,8-B23-1887-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/8-B23-1887-4X/patch_35.jpg
51,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_28.jpg
52,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_36.jpg
53,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_27.jpg
54,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_20.jpg
55,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_19.jpg
56,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_38.jpg
57,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_26.jpg
58,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_28.jpg
59,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_11.jpg
60,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_36.jpg
61,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_12.jpg
62,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_21.jpg
63,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_34.jpg
64,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_18.jpg
65,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_29.jpg
66,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_27.jpg
67,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_13.jpg
68,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_20.jpg
69,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_30.jpg
70,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_35.jpg
71,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_37.jpg
72,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_19.jpg
73,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_38.jpg
74,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_31.jpg
75,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_26.jpg
76,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_28.jpg
77,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_44.jpg
78,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_11.jpg
79,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_36.jpg
80,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_12.jpg
81,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_21.jpg
82,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_34.jpg
83,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_18.jpg
84,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_29.jpg
85,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_27.jpg
86,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_13.jpg
87,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_23.jpg
88,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_20.jpg
89,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_30.jpg
90,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_39.jpg
91,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_35.jpg
92,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_37.jpg
93,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_19.jpg
94,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_10.jpg
95,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_22.jpg
96,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_43.jpg
97,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_26.jpg
98,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_28.jpg
99,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_1.jpg
100,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_11.jpg
101,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_36.jpg
102,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_12.jpg
103,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_17.jpg
104,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_18.jpg
105,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_27.jpg
106,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_20.jpg
107,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_35.jpg
108,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_19.jpg
109,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_10.jpg
110,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_2.jpg
111,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_9.jpg
112,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_28.jpg
113,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_21.jpg
114,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_29.jpg
115,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_27.jpg
116,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_20.jpg
117,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_19.jpg
118,nandafuyi,10x,4-XB23-04276-10X,4-XB23-04276-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/4-XB23-04276-10X/patch_11.jpg
119,nandafuyi,10x,4-XB23-04276-10X,4-XB23-04276-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/4-XB23-04276-10X/patch_12.jpg
120,nandafuyi,10x,4-XB23-04276-10X,4-XB23-04276-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/4-XB23-04276-10X/patch_20.jpg
121,nandafuyi,10x,4-XB23-04276-10X,4-XB23-04276-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/4-XB23-04276-10X/patch_10.jpg
122,nandafuyi,10x,6-B23-6101-10X,6-B23-6101-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/6-B23-6101-10X/patch_18.jpg
123,nandafuyi,10x,6-B23-6101-10X,6-B23-6101-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/6-B23-6101-10X/patch_27.jpg
124,nandafuyi,10x,6-B23-6101-10X,6-B23-6101-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/6-B23-6101-10X/patch_19.jpg
125,nandafuyi,10x,1-B20-1809-10X,1-B20-1809-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/1-B20-1809-10X/patch_26.jpg
126,nandafuyi,10x,1-B20-1809-10X,1-B20-1809-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/1-B20-1809-10X/patch_17.jpg
127,nandafuyi,10x,1-B20-1809-10X,1-B20-1809-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/1-B20-1809-10X/patch_25.jpg
128,nandafuyi,10x,1-B20-1809-10X,1-B20-1809-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/1-B20-1809-10X/patch_34.jpg
129,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_15.jpg
130,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_28.jpg
131,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_1.jpg
132,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_36.jpg
133,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_17.jpg
134,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_25.jpg
135,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_21.jpg
136,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_34.jpg
137,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_18.jpg
138,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_27.jpg
139,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_13.jpg
140,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_14.jpg
141,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_30.jpg
142,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_35.jpg
143,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_19.jpg
144,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_10.jpg
145,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_22.jpg
146,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_33.jpg
147,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_9.jpg
148,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_28.jpg
149,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_44.jpg
150,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_36.jpg
151,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_27.jpg
152,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_35.jpg
153,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_37.jpg
154,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_19.jpg
155,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_43.jpg
156,nandafuyi,10x,2-B20-1807-10X,2-B20-1807-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/2-B20-1807-10X/patch_17.jpg
157,nandafuyi,10x,2-B20-1807-10X,2-B20-1807-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/2-B20-1807-10X/patch_18.jpg
158,nandafuyi,10x,2-B20-1807-10X,2-B20-1807-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/2-B20-1807-10X/patch_10.jpg
159,nandafuyi,10x,2-B20-1807-10X,2-B20-1807-10X,bf_micro,jingxia_patches_use/nandafuyi/bf-micro/10x/2-B20-1807-10X/patch_9.jpg
160,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_38.jpg
