ID,Center,Resolution,WSI,Node,Class,Image_path
633,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/5-1332190-10X/patch_37.jpg
613,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/5-1332190-10X/patch_3.jpg
617,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/5-1332190-10X/patch_21.jpg
644,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/5-1332190-10X/patch_2.jpg
615,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/5-1332190-10X/patch_17.jpg
686,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_24.jpg
672,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_13.jpg
673,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_23.jpg
691,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_40.jpg
682,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_10.jpg
688,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_32.jpg
651,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_6.jpg
659,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_36.jpg
655,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_28.jpg
650,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_7.jpg
653,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_15.jpg
671,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_27.jpg
679,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_35.jpg
666,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_16.jpg
664,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_21.jpg
660,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_3.jpg
690,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_2.jpg
662,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/6-1332190-10X/patch_17.jpg
732,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_24.jpg
718,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_13.jpg
719,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_23.jpg
737,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_40.jpg
728,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_10.jpg
734,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_32.jpg
697,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_6.jpg
705,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_36.jpg
701,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_28.jpg
696,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_7.jpg
699,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_15.jpg
717,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_27.jpg
725,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_35.jpg
712,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_16.jpg
710,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_21.jpg
706,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_3.jpg
736,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_2.jpg
708,nandafuyi,10x,10-105837-10X,10-105837-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/10-105837-10X/patch_17.jpg
764,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_5.jpg
752,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_25.jpg
747,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_44.jpg
765,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_20.jpg
743,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_15.jpg
778,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_4.jpg
758,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_29.jpg
768,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_35.jpg
769,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_37.jpg
745,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_28.jpg
766,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_30.jpg
751,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_17.jpg
756,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_34.jpg
748,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_11.jpg
754,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_45.jpg
772,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_22.jpg
755,nandafuyi,10x,7-1177567-10X,7-1177567-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/7-1177567-10X/patch_16.jpg
808,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_23.jpg
821,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_24.jpg
807,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_13.jpg
824,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_32.jpg
805,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_42.jpg
818,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_22.jpg
793,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_11.jpg
800,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_45.jpg
785,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_6.jpg
806,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_27.jpg
789,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_28.jpg
784,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_7.jpg
787,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_15.jpg
820,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_43.jpg
814,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_35.jpg
794,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_36.jpg
798,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_25.jpg
826,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_2.jpg
796,nandafuyi,10x,8-1127526-10X,8-1127526-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/8-1127526-10X/patch_12.jpg
856,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_23.jpg
868,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_43.jpg
855,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_13.jpg
872,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_4.jpg
853,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_42.jpg
865,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_10.jpg
841,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_11.jpg
848,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_45.jpg
833,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_6.jpg
854,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_27.jpg
837,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_28.jpg
832,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_7.jpg
835,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_15.jpg
869,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_24.jpg
862,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_35.jpg
842,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_36.jpg
846,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_25.jpg
873,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_2.jpg
844,nandafuyi,10x,9-795215-10X,9-795215-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/9-795215-10X/patch_12.jpg
903,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_23.jpg
916,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_24.jpg
902,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_13.jpg
919,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_32.jpg
900,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_42.jpg
913,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_22.jpg
888,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_11.jpg
895,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_45.jpg
880,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_6.jpg
901,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_27.jpg
884,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_28.jpg
879,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_7.jpg
882,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_15.jpg
915,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_43.jpg
909,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_35.jpg
889,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_36.jpg
893,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_25.jpg
921,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_2.jpg
891,nandafuyi,10x,3-1381540-1-10X,3-1381540-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/3-1381540-1-10X/patch_12.jpg
963,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_41.jpg
949,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_23.jpg
950,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_14.jpg
968,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_40.jpg
959,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_22.jpg
965,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_32.jpg
928,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_15.jpg
936,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_3.jpg
932,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_44.jpg
927,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_8.jpg
930,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_28.jpg
948,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_13.jpg
956,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_37.jpg
943,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_34.jpg
941,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_45.jpg
937,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_12.jpg
967,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_2.jpg
939,nandafuyi,10x,2-1381540-10X,2-1381540-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/2-1381540-10X/patch_25.jpg
997,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_23.jpg
1010,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_24.jpg
996,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_13.jpg
1013,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_32.jpg
994,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_42.jpg
1007,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_22.jpg
982,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_11.jpg
989,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_45.jpg
974,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_6.jpg
995,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_27.jpg
978,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_28.jpg
973,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_7.jpg
976,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_15.jpg
1009,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_43.jpg
1003,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_35.jpg
983,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_36.jpg
987,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_25.jpg
1015,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_2.jpg
985,nandafuyi,10x,1-1372664-1-10X,1-1372664-1-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/1-1372664-1-10X/patch_12.jpg
1045,nandafuyi,10x,4-1372664-10X,4-1372664-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/4-1372664-10X/patch_23.jpg
1058,nandafuyi,10x,4-1372664-10X,4-1372664-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/4-1372664-10X/patch_24.jpg
1044,nandafuyi,10x,4-1372664-10X,4-1372664-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/4-1372664-10X/patch_13.jpg
1061,nandafuyi,10x,4-1372664-10X,4-1372664-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/4-1372664-10X/patch_32.jpg
1042,nandafuyi,10x,4-1372664-10X,4-1372664-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/4-1372664-10X/patch_42.jpg
1055,nandafuyi,10x,4-1372664-10X,4-1372664-10X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/10x/4-1372664-10X/patch_22.jpg
